ENSDARG00000077720	CABZ01062422.1
ENSDARG00000093492	si:dkey-246i21.1
ENSDARG00000092672	si:ch211-129o18.4
ENSDARG00000004452	tardbpl
ENSDARG00000093804	sst6
ENSDARG00000015343	pgd
ENSDARG00000037020	kif1b
ENSDARG00000085192	5S_rRNA
ENSDARG00000037017	ube4b
ENSDARG00000055893	nmnat1
ENSDARG00000091906	rbp7a
ENSDARG00000055899	lzic
ENSDARG00000031720	clstn1
ENSDARG00000089501	5S_rRNA
ENSDARG00000038954	ctnnbip1
ENSDARG00000003250	pik3cd
ENSDARG00000008010	zgc:194189
ENSDARG00000077307	tmem201
ENSDARG00000039931	slc25a33
ENSDARG00000074985	aurkaip1
ENSDARG00000062129	mxra8b
ENSDARG00000010515	dvl1a
ENSDARG00000095919	DVL1 (3 of 3)
ENSDARG00000060498	tnfrsf9a
ENSDARG00000053857	zgc:162431
ENSDARG00000053854	uts2a
ENSDARG00000077428	camta1a
ENSDARG00000092307	si:ch73-287n15.1
ENSDARG00000081294	5S_rRNA
ENSDARG00000011196	dnajc11
ENSDARG00000041080	thap3
ENSDARG00000036956	asxl1
ENSDARG00000053820	pcmtd2
ENSDARG00000074030	myt1a
ENSDARG00000079423	npbwr2a
ENSDARG00000036952	XKR7 (2 of 2)
ENSDARG00000076964	cables2a
ENSDARG00000053804	osbpl2a
ENSDARG00000078244	si:ch211-197l9.2
ENSDARG00000060484	EPT1
ENSDARG00000086679	si:ch211-197l9.5
ENSDARG00000036930	tbx18
ENSDARG00000036903	irak1bp1
ENSDARG00000094345	si:dkey-261l7.2
ENSDARG00000015970	phip
ENSDARG00000036754	hmgn3
ENSDARG00000076153	lca5
ENSDARG00000094050	si:dkeyp-79f12.7
ENSDARG00000036878	sh3bgrl2
ENSDARG00000036876	zgc:153284
ENSDARG00000036875	rps12
ENSDARG00000081654	SNORD101
ENSDARG00000081875	SNORD100
ENSDARG00000012397	eya4
ENSDARG00000036869	tcf21
ENSDARG00000036868	tbpl1
ENSDARG00000036865	slc2a12
ENSDARG00000025522	sgk1
ENSDARG00000086580	5S_rRNA
ENSDARG00000092056	si:dkey-161p7.6
ENSDARG00000036776	aldh8a1
ENSDARG00000084238	5S_rRNA
ENSDARG00000036778	hbs1l
ENSDARG00000053666	cmyb
ENSDARG00000060394	MTFR2
ENSDARG00000020887	armc1l
ENSDARG00000086703	si:dkey-126g1.6
ENSDARG00000093702	C23H1orf115 (2 of 2)
ENSDARG00000073899	tmem194a
ENSDARG00000058022	ormdl2
ENSDARG00000074675	pan2
ENSDARG00000036855	plagx
ENSDARG00000016463	trappc6b
ENSDARG00000078654	tpx2
ENSDARG00000031698	mylk2
ENSDARG00000025147	cd63
ENSDARG00000030641	LETMD1
ENSDARG00000000887	GTSF1
ENSDARG00000092792	zgc:92658
ENSDARG00000000796	nr4a1
ENSDARG00000000588	grasp
ENSDARG00000060626	dgkaa
ENSDARG00000036831	rnf41
ENSDARG00000079525	slc39a5
ENSDARG00000036826	ankrd52a
ENSDARG00000026806	taf8
ENSDARG00000095268	si:dkey-261h17.1
ENSDARG00000060372	PLXNA2
ENSDARG00000090215	5S_rRNA
ENSDARG00000085868	5S_rRNA
ENSDARG00000080504	5S_rRNA
ENSDARG00000081646	mir205
ENSDARG00000026864	si:ch211-226m16.3
ENSDARG00000085998	5S_rRNA
ENSDARG00000036785	CATSPER1
ENSDARG00000026907	slc48a1a
ENSDARG00000079291	rapgef3
ENSDARG00000006353	itga5
ENSDARG00000082556	5S_rRNA
ENSDARG00000075972	csrnp2
ENSDARG00000060306	tfcp2
ENSDARG00000011570	pou6f1
ENSDARG00000007867	dazap2
ENSDARG00000092856	si:ch211-210c8.7
ENSDARG00000003219	bin2a
ENSDARG00000017811	si:ch211-210c8.6
ENSDARG00000093922	si:ch211-210c8.5
ENSDARG00000015460	racgap1
ENSDARG00000092645	si:dkey-190g6.3
ENSDARG00000070395	cs
ENSDARG00000094469	si:ch211-148l7.4
ENSDARG00000070393	COQ10A (1 of 2)
ENSDARG00000078085	SNRPG
ENSDARG00000092377	cs
ENSDARG00000095987	COQ10A (2 of 2)
ENSDARG00000060288	prosc
ENSDARG00000080256	5S_rRNA
ENSDARG00000024954	tmed4
ENSDARG00000024895	fam50a
ENSDARG00000089004	IL17RD (2 of 2)
ENSDARG00000008237	sars
ENSDARG00000003206	chchd6a
ENSDARG00000077437	CABZ01062452.1
ENSDARG00000004018	chst13
ENSDARG00000061272	BX294434.1
ENSDARG00000091127	klf15
ENSDARG00000030830	ftsjd2
ENSDARG00000075172	fbxo25
ENSDARG00000076486	acp1
ENSDARG00000091073	fam150ba
ENSDARG00000036704	tmem18
ENSDARG00000017525	ccnt1
ENSDARG00000033760	pmelb
ENSDARG00000055216	tuba1c
ENSDARG00000001889	tuba1a
ENSDARG00000045367	tuba1b
ENSDARG00000028625	jph2
ENSDARG00000028628	gdap1l1
ENSDARG00000015997	mfsd5
ENSDARG00000031161	nr1d4a
ENSDARG00000034117	rarga
ENSDARG00000082534	5S_rRNA
ENSDARG00000095755	si:dkey-148f24.3
ENSDARG00000036695	calcoco1
ENSDARG00000094148	si:dkey-148f24.5
ENSDARG00000070353	hoxc13a
ENSDARG00000070352	hoxc12a
ENSDARG00000070351	hoxc11a
ENSDARG00000070348	hoxc10a
ENSDARG00000083309	mir196a-1
ENSDARG00000092809	hoxc9a
ENSDARG00000070346	hoxc8a
ENSDARG00000070339	hoxc3a
ENSDARG00000093797	si:dkey-81p22.11
ENSDARG00000070343	hoxc6a
ENSDARG00000070340	hoxc5a
ENSDARG00000082918	mir10b-2
ENSDARG00000070338	hoxc4a
ENSDARG00000094560	si:dkey-81p22.12
ENSDARG00000070337	hoxc1a
ENSDARG00000061187	cbx5
ENSDARG00000036675	hnrnpa1
ENSDARG00000020606	nfe2
ENSDARG00000086860	5S_rRNA
ENSDARG00000017844	copz1
ENSDARG00000061174	ZNF740
ENSDARG00000095396	si:ch73-383o19.2
ENSDARG00000026348	csad
ENSDARG00000075314	zgc:174906
ENSDARG00000074020	lima1
ENSDARG00000080147	5S_rRNA
ENSDARG00000075799	spryd3
ENSDARG00000082871	U4
ENSDARG00000090833	igfbp6b
ENSDARG00000031020	pip5k2
ENSDARG00000036616	gpr182
ENSDARG00000019265	ZBTB39
ENSDARG00000061117	AGAP2
ENSDARG00000088792	5S_rRNA
ENSDARG00000091019	5S_rRNA
ENSDARG00000074554	sas
ENSDARG00000055740	MARCH9
ENSDARG00000084219	dre-mir-2191
ENSDARG00000063594	si:dkey-229p15.2
ENSDARG00000085712	5S_rRNA
ENSDARG00000061161	ube2j2
ENSDARG00000075990	acap3a
ENSDARG00000084096	5S_rRNA
ENSDARG00000046139	CABZ01054884.1
ENSDARG00000025212	cpsf3l
ENSDARG00000052537	gltpd1
ENSDARG00000052535	ubxn10
ENSDARG00000044325	zgc:193690
ENSDARG00000059705	vwa5b1
ENSDARG00000052528	camk2n1b
ENSDARG00000052527	mul1b
ENSDARG00000070222	fam43b
ENSDARG00000083660	5S_rRNA
ENSDARG00000052517	AL954146.2
ENSDARG00000083732	5S_rRNA
ENSDARG00000038891	AL954146.1
ENSDARG00000091294	ENSDARG00000091294
ENSDARG00000001929	pink1
ENSDARG00000059700	agmat
ENSDARG00000085385	5S_rRNA
ENSDARG00000059699	DNAJC16
ENSDARG00000055856	tor1l1
ENSDARG00000090741	AL954146.3
ENSDARG00000026895	tor1l3
ENSDARG00000089038	CABZ01057013.1
ENSDARG00000088187	sowah1
ENSDARG00000091818	CR381544.1
ENSDARG00000002601	irx7
ENSDARG00000054968	cd40
ENSDARG00000091015	si:ch211-231h20.2
ENSDARG00000061240	cbln4
ENSDARG00000073680	CU682811.1
ENSDARG00000095280	si:dkey-222e15.4
ENSDARG00000092691	si:dkey-222e15.3
ENSDARG00000082215	5S_rRNA
ENSDARG00000061228	pfdn4
ENSDARG00000026296	zgc:112994
ENSDARG00000080876	CU682811.2
ENSDARG00000088123	CABZ01070579.1
ENSDARG00000079201	TSHZ2
ENSDARG00000082906	5S_rRNA
ENSDARG00000061147	zfp64
ENSDARG00000044485	sall4
ENSDARG00000088925	ATP9A
ENSDARG00000076640	NFATC2 (1 of 2)
ENSDARG00000070236	CABZ01054023.1
ENSDARG00000090234	CABZ01002533.1
ENSDARG00000061493	kcng1
ENSDARG00000008107	src
ENSDARG00000011809	mical1
ENSDARG00000008788	camk1gb
ENSDARG00000078859	zgc:194314
ENSDARG00000022648	otud3
ENSDARG00000075468	vwa1
ENSDARG00000078924	tmco4
ENSDARG00000016095	htr6
ENSDARG00000070217	minos1
ENSDARG00000060981	SIKE1
ENSDARG00000094444	iyd
ENSDARG00000054817	PPP1R14C (2 of 2)
ENSDARG00000054844	MAP7 (1 of 2)
ENSDARG00000076056	IYD (1 of 2)
ENSDARG00000077341	PPP1R14C (1 of 2)
ENSDARG00000087978	XCR1 (4 of 5)
ENSDARG00000054846	XCR1 (3 of 5)
ENSDARG00000054847	xcr1a
ENSDARG00000056689	FYCO1 (1 of 2)
ENSDARG00000095788	ghrhrl
ENSDARG00000025027	gpsm2l
ENSDARG00000044084	TGM1 (5 of 6)
ENSDARG00000019024	tgm1l2
ENSDARG00000005913	TGM1 (4 of 6)
ENSDARG00000054641	fam46a
ENSDARG00000027495	elovl4b
ENSDARG00000075455	soga3b
ENSDARG00000094447	si:dkey-100j22.3
ENSDARG00000094198	si:dkey-100j22.7
ENSDARG00000094460	si:dkey-100j22.4
ENSDARG00000089981	rnf146
ENSDARG00000085799	5S_rRNA
ENSDARG00000075960	CDH24 (2 of 2)
ENSDARG00000085783	5S_rRNA
ENSDARG00000088040	MDP1
ENSDARG00000067808	si:dkeyp-27c8.1
ENSDARG00000095001	si:dkey-194e6.2
ENSDARG00000092956	si:dkeyp-27c8.1
ENSDARG00000041644	TMEM27
ENSDARG00000076768	REPS2
ENSDARG00000070227	nhsa
ENSDARG00000070224	ENSDARG00000070224
ENSDARG00000090295	5S_rRNA
ENSDARG00000091217	CABZ01056821.2
ENSDARG00000011490	scube3
ENSDARG00000084614	5S_rRNA
ENSDARG00000074827	C23H1orf116 (1 of 2)
ENSDARG00000046021	PI16
ENSDARG00000086856	stk35
ENSDARG00000087798	pdyn
ENSDARG00000093240	GMEB2 (1 of 2)
ENSDARG00000036496	scp2b
ENSDARG00000086899	stk35
ENSDARG00000079395	pdyn
ENSDARG00000060887	GMEB2 (2 of 2)
ENSDARG00000089595	AL928887.2
ENSDARG00000019025	podn
ENSDARG00000026248	SLC1A7 (2 of 2)
ENSDARG00000088904	5S_rRNA
ENSDARG00000013524	cyp2ae1
ENSDARG00000085257	5S_rRNA
ENSDARG00000092072	si:ch211-121b5.2
ENSDARG00000094287	si:ch211-121b5.3
ENSDARG00000085946	5S_rRNA
ENSDARG00000034070	cyp2aa3
ENSDARG00000087868	cyp2aa2
ENSDARG00000070017	cyp2aa1
ENSDARG00000070020	cyp2aa9
ENSDARG00000090403	cyp2aa8
ENSDARG00000002981	cyp2aa4
ENSDARG00000041418	si:ch73-73d17.1
ENSDARG00000091601	cyp2aa7
ENSDARG00000088744	si:ch73-73d17.3
ENSDARG00000091156	cyp2aa12
ENSDARG00000091511	gpx7
ENSDARG00000070271	zcchc11
ENSDARG00000091584	si:ch73-217n20.1
ENSDARG00000023840	pfkfb2a
ENSDARG00000038123	myl9a
ENSDARG00000060849	dlgap4a
ENSDARG00000093939	si:dkey-14k21.1
ENSDARG00000094487	si:dkey-65j6.3
ENSDARG00000038119	si:dkey-65j6.2
ENSDARG00000070157	tgm2a
ENSDARG00000090837	CR545469.1
ENSDARG00000094316	si:rp71-80o10.4
ENSDARG00000088934	BX322612.1
ENSDARG00000084844	5S_rRNA
ENSDARG00000077571	zgc:174862
ENSDARG00000038113	rprd1b
ENSDARG00000004114	tti1
ENSDARG00000077810	otud4
ENSDARG00000007216	abce1
ENSDARG00000090152	anapc10
ENSDARG00000054548	si:ch73-285p12.4
ENSDARG00000075086	CU681840.1
ENSDARG00000009524	rnf150a
ENSDARG00000088882	GPRIN3 (2 of 2)
ENSDARG00000076011	PPM1K (2 of 2)
ENSDARG00000095911	si:ch211-149b19.4
ENSDARG00000012125	cnga1
ENSDARG00000070127	nfxl1
ENSDARG00000095873	si:ch1073-468o21.1
ENSDARG00000063640	ENSDARG00000063640
ENSDARG00000074572	G3BP2 (3 of 3)
ENSDARG00000086087	CU695013.3
ENSDARG00000083772	5S_rRNA
ENSDARG00000043918	TACR3 (3 of 3)
ENSDARG00000076412	CORIN
ENSDARG00000015068	TXK
ENSDARG00000087511	CABZ01072557.1
ENSDARG00000077552	CABZ01081650.1
ENSDARG00000095969	CORO2A (2 of 2)
ENSDARG00000060597	zgc:158659
ENSDARG00000035771	MEPCE (2 of 2)
ENSDARG00000095809	dlg4
ENSDARG00000039385	dlg4
ENSDARG00000027112	ephb4b
ENSDARG00000015835	eif4e2rs1
ENSDARG00000090801	CNTROB
ENSDARG00000095799	si:ch1073-228j22.1
ENSDARG00000088985	ENSDARG00000088985
ENSDARG00000034107	actl6b
ENSDARG00000075024	ENSDARG00000075024
ENSDARG00000086846	CU896563.2
ENSDARG00000002240	psmb6
ENSDARG00000039005	trappc1
ENSDARG00000087392	CU929143.1
ENSDARG00000087448	CU929143.1
ENSDARG00000088091	pfn1
ENSDARG00000039007	eno3
ENSDARG00000094161	si:ch73-265d7.2
ENSDARG00000039008	zgc:85858
ENSDARG00000092799	camta2
ENSDARG00000054448	kif1c
ENSDARG00000036894	AIMP1 (2 of 2)
ENSDARG00000036897	SGMS2 (2 of 2)
ENSDARG00000077405	si:ch211-116m6.3
ENSDARG00000027381	CCDC171
ENSDARG00000043034	CABZ01069335.1
ENSDARG00000088049	WDR63
ENSDARG00000078537	SYDE2
ENSDARG00000039901	SH3GL2 (1 of 2)
ENSDARG00000077251	RAI2
ENSDARG00000019045	WU:FC32F04
ENSDARG00000039900	si:ch73-168d20.1
ENSDARG00000085129	5S_rRNA
ENSDARG00000070119	ctc1
ENSDARG00000053990	hmgb2b
ENSDARG00000088606	FP236606.1
ENSDARG00000095861	HMGN5
ENSDARG00000095962	ENSDARG00000095962
ENSDARG00000095963	si:ch73-361h17.1
ENSDARG00000076317	plod3
ENSDARG00000054207	st8sia7.1p
ENSDARG00000054211	st8sia7.1
ENSDARG00000095832	si:ch73-269m23.4
ENSDARG00000054218	GLTPD2 (2 of 2)
ENSDARG00000013605	atp1b2a
ENSDARG00000085971	5S_rRNA
ENSDARG00000086481	mogat3a
ENSDARG00000060715	plod3
ENSDARG00000033955	CABZ01088025.1
ENSDARG00000023062	cyr61
ENSDARG00000095817	ZNHIT6
ENSDARG00000095843	si:ch1073-95o12.1
ENSDARG00000079882	DCLK2 (3 of 3)
ENSDARG00000076310	si:ch73-290k24.5
ENSDARG00000053966	cyp17a2
ENSDARG00000077799	EGR4 (1 of 2)
ENSDARG00000092260	WBP1
ENSDARG00000053952	CU681841.1
ENSDARG00000044169	prelid1b
ENSDARG00000062262	ednrab
ENSDARG00000090760	FAM160A1 (2 of 2)
ENSDARG00000043037	abcg2a
ENSDARG00000095825	si:ch73-67c22.3
ENSDARG00000043046	fbxl5
ENSDARG00000012946	syap1
ENSDARG00000007751	lmnl3
ENSDARG00000043059	VDR (1 of 2)
ENSDARG00000069904	CABZ01071903.1
ENSDARG00000053940	btr32
ENSDARG00000096304	btr31
ENSDARG00000040569	tgm1l4
ENSDARG00000096573	si:ch1073-411k23.1
ENSDARG00000076045	zgc:163025
ENSDARG00000034862	f7
ENSDARG00000075827	f7i
ENSDARG00000088581	f10
ENSDARG00000076900	PROZ (1 of 2)
ENSDARG00000013802	pcid2
ENSDARG00000096578	cul4a
ENSDARG00000029936	grtp1a
ENSDARG00000041589	adprhl1
ENSDARG00000041592	dcun1d2
ENSDARG00000075108	tmco3
ENSDARG00000016304	tfdp1b
ENSDARG00000058803	grk1a
ENSDARG00000063385	cenpe
ENSDARG00000007804	gas6
ENSDARG00000068261	pros1
ENSDARG00000063371	rasa3
ENSDARG00000078751	TPP2
ENSDARG00000078878	METTL21C (1 of 2)
ENSDARG00000016343	zgc:92518
ENSDARG00000023678	ercc5
ENSDARG00000011299	blzf1
ENSDARG00000041575	trmt10c
ENSDARG00000058962	txnl4b
ENSDARG00000089799	si:ch73-41e3.7
ENSDARG00000075325	mrpl16
ENSDARG00000041570	mrpl39
ENSDARG00000093377	CENPQ
ENSDARG00000058991	CU571081.1
ENSDARG00000081781	mir155
ENSDARG00000058996	jam2a
ENSDARG00000014313	atp5j
ENSDARG00000059036	appa
ENSDARG00000040543	GPA33 (1 of 2)
ENSDARG00000096600	ILDR2 (2 of 2)
ENSDARG00000090704	ildr1a
ENSDARG00000070643	tmem39a
ENSDARG00000040546	C1H11orf73
ENSDARG00000040548	eed
ENSDARG00000095117	nfkbiz
ENSDARG00000027857	cep97
ENSDARG00000015490	rpl24
ENSDARG00000076927	DUSP27
ENSDARG00000043682	CABZ01080370.1
ENSDARG00000089353	wu:fj30f06
ENSDARG00000024452	cul4a
ENSDARG00000087737	CABZ01113191.1
ENSDARG00000079732	SON
ENSDARG00000090668	SETDB2
ENSDARG00000001915	phc2b
ENSDARG00000063345	creg1
ENSDARG00000035776	n6amt1
ENSDARG00000051855	gart
ENSDARG00000025921	runx1
ENSDARG00000087646	ENSDARG00000087646
ENSDARG00000080051	dre-mir-459
ENSDARG00000067781	urp2
ENSDARG00000001009	CLIC6
ENSDARG00000001870	atp1a1a.4
ENSDARG00000002791	atp1a1
ENSDARG00000007739	atp1a1a.2
ENSDARG00000039131	atp1a1a.3
ENSDARG00000040252	atp1a1a.5
ENSDARG00000089477	si:ch211-132g1.3
ENSDARG00000093102	CD2 (3 of 4)
ENSDARG00000095102	CD2 (4 of 4)
ENSDARG00000040250	CD2 (2 of 4)
ENSDARG00000075505	PTGFRN (2 of 2)
ENSDARG00000010376	SLC5A3 (2 of 2)
ENSDARG00000033684	oxgr1a.1
ENSDARG00000040247	oxgr1a.3
ENSDARG00000078743	oxgr1a.2
ENSDARG00000018460	mbnl2
ENSDARG00000040246	rap2ab
ENSDARG00000040245	kpnb3
ENSDARG00000082290	SNORA84
ENSDARG00000074381	farp1
ENSDARG00000095179	si:ch211-235f1.3
ENSDARG00000084484	5S_rRNA
ENSDARG00000070579	ggact.3
ENSDARG00000038248	ggact.2
ENSDARG00000070581	ggact.1
ENSDARG00000096559	si:ch73-271a5.1
ENSDARG00000096512	zgc:171629
ENSDARG00000086960	ENSDARG00000086960
ENSDARG00000080082	CABZ01102169.1
ENSDARG00000041157	rcan1b
ENSDARG00000082515	mir17a-1
ENSDARG00000083333	mir18a
ENSDARG00000081650	mir19a
ENSDARG00000082292	mir20a
ENSDARG00000081789	mir19b
ENSDARG00000083147	mir92a-1
ENSDARG00000090860	CABZ01079541.1
ENSDARG00000088916	5S_rRNA
ENSDARG00000096525	si:ch73-243e13.1
ENSDARG00000082828	5_8S_rRNA
ENSDARG00000087467	SLITRK6
ENSDARG00000082581	5S_rRNA
ENSDARG00000078308	spry2
ENSDARG00000033928	ndfip2
ENSDARG00000031164	tuba8l2
ENSDARG00000037777	stk16
ENSDARG00000016706	atic
ENSDARG00000030350	mnx2b
ENSDARG00000006526	fn1b
ENSDARG00000077688	cpo
ENSDARG00000096546	nrp2a
ENSDARG00000031622	nrp2a
ENSDARG00000079006	NRP2 (1 of 3)
ENSDARG00000067785	PARD3B (2 of 2)
ENSDARG00000092671	si:ch1073-345a8.1
ENSDARG00000063297	abcb6a
ENSDARG00000027078	cnppd1
ENSDARG00000017537	prkag3
ENSDARG00000063270	fam134a
ENSDARG00000018008	MDH1B
ENSDARG00000074031	fastkd2
ENSDARG00000043247	gtf3c3
ENSDARG00000063253	HECW2 (1 of 2)
ENSDARG00000073857	klf7a
ENSDARG00000085378	5S_rRNA
ENSDARG00000070558	si:ch211-93g23.2
ENSDARG00000025754	ube2f
ENSDARG00000096530	si:ch211-93g23.3
ENSDARG00000085689	5S_rRNA
ENSDARG00000063207	erbb4a
ENSDARG00000095087	si:ch211-227n20.2
ENSDARG00000096610	si:ch211-227n20.3
ENSDARG00000082651	U6
ENSDARG00000089167	ERBB4 (2 of 4)
ENSDARG00000090408	ERBB4 (4 of 4)
ENSDARG00000074050	efnb2b
ENSDARG00000004953	mxb
ENSDARG00000021688	mxa
ENSDARG00000037713	pcnp
ENSDARG00000017441	mylz3
ENSDARG00000013741	lancl1
ENSDARG00000079779	radil
ENSDARG00000084776	5S_rRNA
ENSDARG00000096630	si:ch211-190d13.1
ENSDARG00000015073	eng1b
ENSDARG00000018319	arglu1b
ENSDARG00000003783	efnb2b
ENSDARG00000087845	mxb
ENSDARG00000096052	CASKIN1 (3 of 3)
ENSDARG00000092297	si:dkey-79f11.1
ENSDARG00000029720	si:dkeyp-9d4.2
ENSDARG00000075791	si:dkey-79f11.5
ENSDARG00000092634	CR855320.1
ENSDARG00000092361	si:dkey-79f11.7
ENSDARG00000095673	si:dkey-79f11.8
ENSDARG00000095309	si:dkey-79f11.9
ENSDARG00000093857	si:dkey-79f11.10
ENSDARG00000095344	wu:fc47e11
ENSDARG00000088129	SNORD60
ENSDARG00000086157	snoMe28S-G3255
ENSDARG00000086351	SNORD60
ENSDARG00000089090	mmd2b
ENSDARG00000091919	radil
ENSDARG00000007602	si:dkey-79f11.4
ENSDARG00000020489	CASKIN1 (2 of 3)
ENSDARG00000074212	SLC5A10
ENSDARG00000062929	FAM83G (2 of 2)
ENSDARG00000022668	grapb
ENSDARG00000070528	cacna1hb
ENSDARG00000025034	syngr3b
ENSDARG00000078474	myo15ab
ENSDARG00000096583	si:ch211-201p7.9
ENSDARG00000063003	alkbh5
ENSDARG00000002377	smcr7b
ENSDARG00000015803	smcr8b
ENSDARG00000037739	zgc:112980
ENSDARG00000076176	ptcd1
ENSDARG00000096526	si:ch211-160d14.11
ENSDARG00000096599	si:ch211-160d14.9
ENSDARG00000079873	SLC29A4 (2 of 2)
ENSDARG00000079332	si:ch211-160d14.12
ENSDARG00000075411	AL928650.1
ENSDARG00000007443	fbxl18
ENSDARG00000037746	actb1
ENSDARG00000037747	FSCN1 (2 of 2)
ENSDARG00000079361	abcg2b
ENSDARG00000012458	ENSDARG00000012458
ENSDARG00000070543	grin2ab
ENSDARG00000094298	si:ch73-191k20.1
ENSDARG00000089873	socs1b
ENSDARG00000093438	si:ch73-191k20.4
ENSDARG00000094206	si:ch73-191k20.3
ENSDARG00000037758	tlr2
ENSDARG00000008723	prkcba
ENSDARG00000058460	cacng3a
ENSDARG00000092972	si:ch211-14k19.8
ENSDARG00000088975	vap
ENSDARG00000093053	vap
ENSDARG00000058463	ndufab1a
ENSDARG00000076716	palb2
ENSDARG00000058464	zgc:152698
ENSDARG00000058471	plk1
ENSDARG00000096584	si:ch211-14k19.12
ENSDARG00000058475	ern2
ENSDARG00000080404	U6
ENSDARG00000058480	chtf18
ENSDARG00000024740	gng13a
ENSDARG00000058445	PDILT
ENSDARG00000063169	UBN1
ENSDARG00000092791	si:ch211-57e21.4
ENSDARG00000037760	uncx4.1
ENSDARG00000017834	micall2b
ENSDARG00000074282	CU914772.1
ENSDARG00000057612	ugt5b4
ENSDARG00000094549	ugt5b3
ENSDARG00000091916	ugt5b2
ENSDARG00000074372	elfn1b
ENSDARG00000033852	mad1l1
ENSDARG00000037654	pmm2
ENSDARG00000037652	C1H7orf26
ENSDARG00000037646	rgs11
ENSDARG00000032795	tmem8a
ENSDARG00000084709	5S_rRNA
ENSDARG00000018263	pdia2
ENSDARG00000077542	ENSDARG00000077542
ENSDARG00000070490	si:dkeyp-75b4.7
ENSDARG00000015678	si:dkeyp-75b4.9
ENSDARG00000079043	REG1A
ENSDARG00000076174	trim2b
ENSDARG00000037647	rnf175
ENSDARG00000008969	fgb
ENSDARG00000020741	fga
ENSDARG00000057718	NPY2R (1 of 3)
ENSDARG00000096629	si:ch73-132f6.5
ENSDARG00000057813	lratb
ENSDARG00000096594	lratb
ENSDARG00000077652	zgc:194355
ENSDARG00000079452	rbm46
ENSDARG00000089943	NPY2R (2 of 3)
ENSDARG00000096536	si:dkey-58j19.6
ENSDARG00000077533	eif3f
ENSDARG00000030563	zgc:77880
ENSDARG00000026387	TMEM55B (2 of 2)
ENSDARG00000070495	FRMD7 (2 of 2)
ENSDARG00000084766	5S_rRNA
ENSDARG00000034785	dachb
ENSDARG00000070512	tnrc5
ENSDARG00000070504	trpc5a
ENSDARG00000062057	zgc:174945
ENSDARG00000070502	sc:d0661
ENSDARG00000067992	si:dkey-31e10.5
ENSDARG00000096564	si:dkey-31e10.6
ENSDARG00000037679	MPC2 (2 of 2)
ENSDARG00000076833	atp1b1b
ENSDARG00000012297	cnga3b
ENSDARG00000087107	si:ch73-222h13.1
ENSDARG00000075776	crfb15
ENSDARG00000096495	crfb15
ENSDARG00000008487	dmd
ENSDARG00000084839	5S_rRNA
ENSDARG00000070239	casc5
ENSDARG00000074379	knstrn
ENSDARG00000062854	sdk1b
ENSDARG00000091551	5S_rRNA
ENSDARG00000092242	si:dkey-26i13.7
ENSDARG00000092200	si:dkey-26i13.6
ENSDARG00000093636	si:dkey-26i13.5
ENSDARG00000095482	si:dkey-26i13.3
ENSDARG00000094981	si:dkey-26i13.4
ENSDARG00000037619	BX569798.1
ENSDARG00000062585	brat1
ENSDARG00000074213	eif3bb
ENSDARG00000062606	si:dkey-26i13.8
ENSDARG00000077198	chst12b
ENSDARG00000037621	BX569778.1
ENSDARG00000007678	ttyh3b
ENSDARG00000089930	iqce
ENSDARG00000077708	snx8b
ENSDARG00000070460	grk4
ENSDARG00000070456	TSPAN5 (2 of 3)
ENSDARG00000076271	mtp
ENSDARG00000038114	xpa
ENSDARG00000096515	si:dkey-58j15.10
ENSDARG00000070454	pla2g12a
ENSDARG00000070452	TMEM66
ENSDARG00000096506	si:dkey-58j15.11
ENSDARG00000042988	SLC24A2 (2 of 2)
ENSDARG00000070449	TSPAN5 (3 of 3)
ENSDARG00000070448	grk4
ENSDARG00000078057	snx8b
ENSDARG00000008637	mtp
ENSDARG00000091609	SPINK4
ENSDARG00000002634	b4galt1
ENSDARG00000062467	zgc:162946
ENSDARG00000032808	tdrd7
ENSDARG00000078318	tmod1
ENSDARG00000018997	cplx2l
ENSDARG00000037634	gne
ENSDARG00000045620	nans
ENSDARG00000045618	clta
ENSDARG00000057248	sclt1
ENSDARG00000017985	C1H4orf33
ENSDARG00000084293	5S_rRNA
ENSDARG00000084195	5S_rRNA
ENSDARG00000089442	5S_rRNA
ENSDARG00000054274	pcdh10a
ENSDARG00000089805	pcdh18a
ENSDARG00000091084	CABZ01025931.1
ENSDARG00000083832	5S_rRNA
ENSDARG00000084372	5S_rRNA
ENSDARG00000078525	CCRN4L (1 of 2)
ENSDARG00000079626	elf2b
ENSDARG00000088299	CR388002.2
ENSDARG00000057114	C1H4orf27
ENSDARG00000009026	CR388002.1
ENSDARG00000085400	U6
ENSDARG00000014273	camk2d2
ENSDARG00000056806	PDE5A (2 of 2)
ENSDARG00000056797	ppp2r2c
ENSDARG00000062341	BX530018.3
ENSDARG00000056742	crmp1
ENSDARG00000037576	DRD5 (2 of 2)
ENSDARG00000070431	fip1l1b
ENSDARG00000022690	chic2
ENSDARG00000056677	BX530018.2
ENSDARG00000012903	slc34a2a
ENSDARG00000003398	rbpja
ENSDARG00000074867	STIM2
ENSDARG00000039063	PGBD4 (6 of 8)
ENSDARG00000088394	CR381601.3
ENSDARG00000070424	CR381601.2
ENSDARG00000090330	CR381601.4
ENSDARG00000090249	CABZ01021824.1
ENSDARG00000091356	CABZ01063869.1
ENSDARG00000088602	CABZ01063868.1
ENSDARG00000088897	CABZ01063868.2
ENSDARG00000078898	pcdh7a
